"generated_at","topic_id","id.dataset","id.ressource","title.ressource","format.ressource","url.ressource","created_at.ressource","last_modified.ressource","column_name","column_datatype","python_type","score","nb_distinct","nb_missing_values","top_1","top_2","top_3"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","payant","int","int","1.0","7161","4","0","27","454"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","gratuit","int","int","1.0","7852","3","0","100","500"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","total","int","int","1.0","9213","3","0","100","500"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","individuel","int","int","1.0","7609","1527","0","100","260"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","scolaires","int","int","1.0","4820","1440","0","50","100"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","groupes_hors_scolaires","int","int","1.0","3440","1568","0","30","100"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","moins_18_ans_hors_scolaires","int","int","1.0","2821","5615","0","150","50"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","7708e380-e7f8-4b56-936a-5d2a262d852d","frequentation-des-musees-de-france.csv","csv","https://ministere-culture.s3.sbg.io.cloud.ovh.net/FREQ_MUSEES/ENTREES_ET_CATEGORIES_DE_PUBLIC.csv","2018-05-08T06:00:38.933000+00:00","2026-06-18T15:47:24+00:00","_18_25_ans","int","int","1.0","1703","7090","0","30","100"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","4cf7f64a-a107-409b-afc9-06972425b1a5","FREQUENTATION TOTALE MDF 2001 à 2016_data_def.xlsx","xlsx","https://static.data.gouv.fr/resources/frequentation-des-musees-de-france-1/20250827-121955/frequentation-totale-mdf-2001-a-2016-data-def9.xlsx","2018-05-10T06:06:54.067000+00:00","2025-08-27T12:19:55.614000+00:00","REF DU MUSEE","string","string","1.0","1241","0","0105301","1729902","1730006"
"2026-06-22T09:46:20.461788+00:00","univers-culture-deps","5af120e7b595087cfabcde82","4cf7f64a-a107-409b-afc9-06972425b1a5","FREQUENTATION TOTALE MDF 2001 à 2016_data_def.xlsx","xlsx","https://static.data.gouv.fr/resources/frequentation-des-musees-de-france-1/20250827-121955/frequentation-totale-mdf-2001-a-2016-data-def9.xlsx","2018-05-10T06:06:54.067000+00:00","2025-08-27T12:19:55.614000+00:00","NEW REGIONS","string","string","1.0","18","0","ÎLE-DE-France","AUVERGNE-RHÔNE-ALPES","OCCITANIE"
